Bacteroides_uniformis_ATCC_8492	Alistipes_putredinis_DSM_17216	Parabacteroides_merdae_ATCC_43184	Dorea_longicatena_DSM_13814	Bacteroides_caccae_ATCC_43185	Ruminococcus_bromii_L2_63	Bacteroides_thetaiotaomicron_VPI_5482	Eubacterium_hallii_DSM_3353	Ruminococcus_lactaris_ATCC_29176	Bifidobacterium_adolescentis_L2_32	Ruminococcus_torques_L2_14	Akkermansia_muciniphila_ATCC_BAA_835	Butyrivibrio_crossotus_DSM_2876	Dorea_formicigenerans_ATCC_27755	Faecalibacterium_prausnitzii_SL3_3	Bacteroides_cellulosilyticus_DSM_14838	Bacteroides_stercoris_ATCC_43183	Collinsella_aerofaciens_ATCC_25986	Bacteroides_eggerthii_DSM_20697	Bacteroides_vulgatus_ATCC_8482	Roseburia_intestinalis_M50_1	Bifidobacterium_longum_longum_CCUG_52486	Eubacterium_siraeum_70_3	Bacteroides_ovatus_ATCC_8483	Eubacterium_ventriosum_ATCC_27560	Parabacteroides_distasonis_ATCC_8503	Bacteroides_xylanisolvens_XB1A	Eubacterium_biforme_DSM_3989	Eubacterium_rectale_M104_1	Coprococcus_eutactus_ATCC_27759	Coprococcus_comes_ATCC_27758	Bacteroides_finegoldii_DSM_17565	Ruminococcus_obeum_A2_162	Parabacteroides_johnsonii_DSM_18315	Bacteroides_dorei_5_1_36_D4	Streptococcus_thermophilus_LMD_9	Bacteroides_pectinophilus_ATCC_43243	Clostridium_leptum_DSM_753	Bacteroides_dorei_DSM_17855	Catenibacterium_mitsuokai_DSM_15897	Bacteroides_coprophilus_DSM_18228	Bifidobacterium_bifidum_NCIMB_41171	Clostridium_bolteae_ATCC_BAA_613	Ruminococcus_gnavus_ATCC_29149	Desulfovibrio_piger_ATCC_29098	Bacteroides_fragilis_3_1_12	Bifidobacterium_pseudocatenulatum_DSM_20438	Clostridium_sp_M62_1	Escherichia_coli_O157_H7_EC4115	Bifidobacterium_catenulatum_DSM_16992	Clostridium_bartlettii_DSM_16795	Pseudoflavonifractor_capillosus_ATCC_29799	Subdoligranulum_variabile_DSM_15176	Clostridium_symbiosum_WAL_14163	Mitsuokella_multacida_DSM_20544	Clostridium_nexile_DSM_1787	Methanobrevibacter_smithii_DSM_2375	Anaerotruncus_colihominis_DSM_17241	Megamonas_hypermegale_ART12_1	Clostridium_spiroforme_DSM_1552	Bifidobacterium_animalis_lactis_AD011	Clostridium_asparagiforme_DSM_15981	Clostridium_scindens_ATCC_35704	Bifidobacterium_dentium_ATCC_27678	Enterococcus_faecalis_TX0104	Blautia_hydrogenotrophica_DSM_10507	Bifidobacterium_angulatum_DSM_20098	Streptococcus_gordonii_Challis_CH1	Eubacterium_dolichum_DSM_3991	Bifidobacterium_breve_DSM_20213	Lactobacillus_acidophilus_NCFM	Klebsiella_pneumoniae_342	Lactobacillus_johnsonii_NCC_533	Collinsella_stercoris_DSM_13279	Anaerostipes_caccae_DSM_14662	Streptococcus_sanguinis_SK36	Streptococcus_infantarius_infantarius_ATCC_BAA_102	Pediococcus_pentosaceus_ATCC_25745	Haemophilus_influenzae_NTHi_86_028NP	Collinsella_intestinalis_DSM_13280	Actinomyces_odontolyticus_ATCC_17982	Helicobacter_pullorum_MIT_98_5489	Butyrivibrio_fibrisolvens_16_4	Enterobacter_cancerogenus_ATCC_35316	Lactobacillus_sakei_sakei_23K	Lactobacillus_gasseri_ATCC_33323	Fusobacterium_nucleatum_nucleatum_ATCC_25586	Lactococcus_lactis_cremoris_MG1363	Candidatus_Sulcia_muelleri_GWSS	Clostridium_difficile_630	Lactobacillus_fermentum_IFO_3956	Clostridium_hylemonae_DSM_15053	Methanosphaera_stadtmanae_DSM_3091	Campylobacter_hominis_ATCC_BAA_381	Porphyromonas_gingivalis_ATCC_33277	Lactobacillus_casei_casei_BL23	Clostridium_phytofermentans_ISDg	Enterococcus_faecalis_TX1322	Clostridium_perfringens_ATCC_13124	Leuconostoc_mesenteroides_mesenteroides_ATCC_8293	Lactobacillus_ultunensis_DSM_16047	Citrobacter_koseri_ATCC_BAA_895	Desulfovibrio_vulgaris_Miyazaki_F	Proteus_mirabilis_HI4320	Lactobacillus_helveticus_DPC_4571	Anaerofustis_stercorihominis_DSM_17244	Finegoldia_magna_ATCC_29328	Campylobacter_concisus_13826	Pseudomonas_aeruginosa_LESB58	Bifidobacterium_gallicum_DSM_20093	Lactobacillus_paracasei_ATCC_25302	Cronobacter_sakazakii_ATCC_BAA_894	Anaerococcus_hydrogenalis_DSM_7454	Lactobacillus_hilgardii_ATCC_8290	Proteus_penneri_ATCC_35198	Staphylococcus_saprophyticus_saprophyticus_ATCC_15305
Ruminococcus_torques_L2_14	0.311126447	0.306148916	0.310623718	0.454106867	0.296772502	0.275544745	0.366265568	0.53797228	0.337776422	0.384988811	1	0.219856557	0.193240825	0.602135295	0.520987694	0.259178976	0.224848254	0.461443703	0.268285763	0.455372709	0.482928234	0.356780408	0.422715652	0.359813428	0.381102846	0.377389252	0.386646052	0.279617593	0.376058406	0.269717566	0.357769063	0.225106448	0.297935348	0.174604717	0.278810653	0.200032719	0.1096642	0.179764637	0.233685211	0.138013923	0.077100035	0.10755729	0.078753618	0.071777702	0.172991648	0.15615388	0.130592502	0.13621655	0.091211613	0.112025169	0.114279548	0.138132387	0.135137262	0.054652619	0.083833394	0.07816476	0.094091664	0.091686659	0.030514515	0.074686955	0.03711663	0.052639014	0.03923588	0.015220046	0.040831346	0.037112233	0.030376563	0.023118895	0.017490754	0.020385098	0.009432347	0.019806001	0.001693075	0.010036824	0.013308833	0.012486496	0.007097141	0.001895356	0.014395815	0.011876086	0.010713295	0.001715995	0.012442884	0.0097974	0.010474376	0.005516462	0.008121749	0.008076956	0.008409677	0.007584566	0.003885187	0.006688381	0.006233792	0.005880966	0.005382264	0.004053722	0.004748092	0.004187919	0.004500412	0.003495704	0.002313293	0.003727855	0.003679101	0.003266007	0.002189576	0.002772997	0.00234104	0.002184608	0.001909887	0.001732455	0.00138554	0.001597748	0.001615677	0.001151916	0.001257835	0.000959786
Akkermansia_muciniphila_ATCC_BAA_835	0.242364936	0.24902708	0.229555151	0.265709794	0.230158609	0.197089026	0.207565987	0.257894488	0.261693682	0.243495725	0.219856557	1	0.170172538	0.212443315	0.210271226	0.234102419	0.146115429	0.205839532	0.132781937	0.209485721	0.169308188	0.191251433	0.198597142	0.156305773	0.170504592	0.176747416	0.175120044	0.110999462	0.162193285	0.142340604	0.167105367	0.103591054	0.170619222	0.119237284	0.135055465	0.111025244	0.106307399	0.128481597	0.118458208	0.062234973	0.099204262	0.027090142	0.041644855	0.052015853	0.086137535	0.073057889	0.052656342	0.068338795	0.072691577	0.040766876	0.065899933	0.08350758	0.077563788	0.029188752	0.058933077	0.049781786	0.061550415	0.05958478	0.007379612	0.051754324	0.004781592	0.036577607	0.025097594	0.009558351	0.028269273	0.023349369	0.021916377	0.009047174	0.009142731	0.012152416	0.001995713	0.010927634	0.000391694	0.007379812	0.007962661	0.006885342	0.004284235	0.000662767	0.00783065	0.009743003	0.007034339	0.000157613	0.009798792	0.00320257	0.004180241	0.001767119	0.0070471	0.005781621	0.006866591	0.006031009	0.000876045	0.005616455	0.004910502	0.00368762	0.004325435	0.000916476	0.004148167	0.003172729	0.002917665	0.002839211	0.000484542	0.001727991	0.003310303	0.00044202	0.000604263	0.002705866	0.001919884	0.001647031	0.002005421	0.00142135	0.001168314	0.001064999	0.001477607	0.001041627	0.001197643	0.001007795
Butyrivibrio_crossotus_DSM_2876	0.190218593	0.22342601	0.221347194	0.236210758	0.21053035	0.273926136	0.143558776	0.182883439	0.202829366	0.206279478	0.193240825	0.170172538	1	0.175742978	0.203195088	0.152356453	0.119419377	0.161403019	0.12704359	0.187611198	0.166058222	0.105965315	0.199613381	0.155565628	0.159098108	0.133824298	0.146771875	0.194729093	0.170621757	0.215798366	0.144392366	0.083410375	0.115121429	0.077634236	0.11882379	0.06277165	0.22324606	0.090088164	0.110566964	0.132348321	0.11689345	0.016789434	0.038059254	0.054937558	0.095679187	0.083662553	0.05006486	0.074476054	0.061065327	0.067121527	0.076092669	0.08568168	0.09622382	0.023112505	0.066401398	0.067614433	0.052371069	0.062380065	0.032371035	0.044234322	0.009965937	0.044032254	0.035580587	0.014348186	0.041881284	0.021335334	0.026282574	0.015755292	0.014899274	0.015651468	0.003333332	0.00901593	0.001248941	0.010539144	0.011251596	0.011471201	0.007211303	0.001115037	0.012377956	0.01114903	0.010390067	0.001238674	0.013513068	0.008252279	0.005465739	0.003221289	0.003817051	0.007713503	0.009132974	0.008214189	0.002334967	0.007263633	0.006769946	0.004528593	0.00584518	0.001370375	0.005156465	0.00432283	0.004200427	0.003796362	0.00157981	0.003208865	0.003995532	0.001729487	0.001608546	0.003011496	0.002542387	0.002323202	0.002074152	0.001850313	0.001504707	0.001735167	0.001754638	0.00125099	0.001366018	0.000918406
Dorea_formicigenerans_ATCC_27755	0.248088117	0.238124291	0.258254755	0.401826943	0.242501223	0.259980537	0.313914844	0.55955008	0.284301999	0.39792358	0.602135295	0.212443315	0.175742978	1	0.572443202	0.235112974	0.241428661	0.527625752	0.233524704	0.512795906	0.497857049	0.390371583	0.41373985	0.41165097	0.361447404	0.444835558	0.409109864	0.283510199	0.450940504	0.271616499	0.461053619	0.210550256	0.373164517	0.177161455	0.351351486	0.25331695	0.131854421	0.20885677	0.307509072	0.181042211	0.083113071	0.164390895	0.125634316	0.117137484	0.184143585	0.19801432	0.140936038	0.178077856	0.132609824	0.135938232	0.160707017	0.178780273	0.165331105	0.063876365	0.100738834	0.098180762	0.116860109	0.119781151	0.0265283	0.093225075	0.046888594	0.070922682	0.055385933	0.020828106	0.049959741	0.046672007	0.035545981	0.028587241	0.032645318	0.02801673	0.008895197	0.023078304	0.015340398	0.014506965	0.019591873	0.01522401	0.018140535	0.002486079	0.017779403	0.015051967	0.013330676	0.006535693	0.015367456	0.011113217	0.012957164	0.005831124	0.010030682	0.009781266	0.010386285	0.00936724	0.006885081	0.008260416	0.007698981	0.007263226	0.006647309	0.005006507	0.005864082	0.004971683	0.005558188	0.004317333	0.004039478	0.004337754	0.004543835	0.003889593	0.003560183	0.003424761	0.002891277	0.002698077	0.002358786	0.002139651	0.001711197	0.001973283	0.001995425	0.001422663	0.001553476	0.001185374
Faecalibacterium_prausnitzii_SL3_3	0.248557329	0.256453228	0.276051749	0.41670249	0.271157302	0.269965733	0.330638036	0.499213383	0.302801802	0.385829147	0.520987694	0.210271226	0.203195088	0.572443202	1	0.2431977	0.248648998	0.546910155	0.225993368	0.610858245	0.626740842	0.381574995	0.484725639	0.452654742	0.360999856	0.521341785	0.473481655	0.304877883	0.527528249	0.33832015	0.494189322	0.203296724	0.371042391	0.173109072	0.382249157	0.231257324	0.150449409	0.211713048	0.313422984	0.197467539	0.12165792	0.124646815	0.112307448	0.110878101	0.199354399	0.195365798	0.149320379	0.188229185	0.134679457	0.112283624	0.172135266	0.185457046	0.168069402	0.055703352	0.111167856	0.103129409	0.11780518	0.117114834	0.020056478	0.086947788	0.047855769	0.076072244	0.051295863	0.018720024	0.050743256	0.049347467	0.037682745	0.03427772	0.033910381	0.026895779	0.013441937	0.020802059	0.003676304	0.01235454	0.019945817	0.020398039	0.018205105	0.009491787	0.017799702	0.014660296	0.014379233	0.013726259	0.01543565	0.013246359	0.013014663	0.011670915	0.010075194	0.009698737	0.010432375	0.009408808	0.006432179	0.008297072	0.007733146	0.007295458	0.006676807	0.005028724	0.005890104	0.00490328	0.005582853	0.004336492	0.004057404	0.004624481	0.004563999	0.003781657	0.003575981	0.003439959	0.002904107	0.00271005	0.002369254	0.002149146	0.001718791	0.001982039	0.00200428	0.001428976	0.001560369	0.001190634
Bacteroides_cellulosilyticus_DSM_14838	0.20459397	0.251886605	0.229863862	0.245264728	0.218318468	0.231971989	0.271883284	0.282512928	0.320658185	0.27296144	0.259178976	0.234102419	0.152356453	0.235112974	0.2431977	1	0.11940164	0.237705719	0.122723284	0.2221286	0.21969641	0.26090318	0.258622303	0.240218863	0.224955052	0.235897741	0.203175556	0.130911599	0.191064964	0.178620384	0.200621056	0.072094446	0.181985267	0.192866883	0.169278796	0.171849427	0.101998095	0.145955368	0.147778998	0.060664288	0.074032782	0.055570345	0.105993887	0.094766871	0.11611823	0.108767033	0.072160239	0.095986624	0.096931411	0.05690073	0.086176899	0.110050874	0.097552902	0.058446667	0.037191309	0.08060437	0.065937569	0.075317056	0.044279381	0.072276509	0.014748834	0.057719685	0.042633486	0.016512807	0.041575447	0.030912974	0.024766756	0.028981296	0.017781108	0.017936197	0.005095336	0.022901258	0.006197125	0.012751778	0.018324671	0.020316784	0.008953254	0.016809453	0.012897725	0.015550544	0.015201733	0.000555372	0.015942945	0.013819243	0.006878292	0.012013916	0.004578584	0.007116382	0.011513492	0.01019752	0.007680082	0.009110114	0.006781788	0.007924688	0.007311158	0.001365001	0.00650821	0.005699305	0.005483413	0.004548482	0.003333274	0.005044342	0.005109682	0.003812496	0.003104574	0.003854553	0.003254119	0.002621995	0.002189318	0.002395676	0.001748611	0.002220921	0.002245842	0.001301003	0.000821436	0.001334133
Bacteroides_stercoris_ATCC_43183	0.228181278	0.225887577	0.248247009	0.222270757	0.203173941	0.18032723	0.263997465	0.253809068	0.203879559	0.188854012	0.224848254	0.146115429	0.119419377	0.241428661	0.248648998	0.11940164	1	0.20975984	0.160711029	0.284751059	0.248165082	0.180636389	0.228211353	0.230044764	0.160550107	0.231021291	0.249723831	0.18525767	0.19667895	0.126824909	0.186978872	0.233275882	0.172754361	0.121588938	0.221875523	0.128180988	0.071713042	0.136501623	0.187102196	0.127927426	0.079994161	0.097804633	0.120319979	0.12846428	0.106344648	0.10336618	0.095962879	0.12174117	0.091446209	0.056039419	0.108127123	0.116724164	0.108977171	0.049531634	0.06099957	0.085969632	0.059482341	0.085512055	0.040435319	0.04972423	0.02933574	0.064313331	0.052335179	0.041751317	0.046411658	0.036514803	0.038021636	0.020748666	0.034444099	0.018446717	0.005497448	0.006541938	0.022601265	0.025409352	0.021657006	0.013286578	0.019939878	0.001490395	0.017727217	0.013269413	0.012429863	0.000944505	0.016694399	0.006549127	0.006609652	0.004533882	0.010360253	0.009028709	0.011283116	0.010176079	0.005770801	0.008973683	0.005500154	0.00476813	0.007221289	0.00159791	0.006370432	0.005550088	0.005465181	0.004690125	0.003493621	0.004108441	0.004936185	0.004022273	0.003175462	0.003720481	0.003140932	0.00293105	0.002483876	0.002324405	0.001858955	0.002143671	0.002167725	0.001422468	0.001687615	0.001047637
Collinsella_aerofaciens_ATCC_25986	0.221296429	0.211291302	0.242814826	0.362182548	0.228444308	0.25967903	0.269258708	0.474685818	0.23526752	0.393048811	0.461443703	0.205839532	0.161403019	0.527625752	0.546910155	0.237705719	0.20975984	1	0.21979915	0.448958775	0.462578446	0.447841584	0.413866013	0.344606249	0.353498885	0.421535622	0.375019687	0.26395734	0.426779569	0.259290316	0.440182891	0.182183195	0.363450731	0.186626874	0.325401684	0.21048439	0.109543182	0.222916179	0.289310965	0.174135254	0.099479533	0.157162648	0.137998832	0.108482853	0.197177022	0.183622378	0.174628614	0.209914655	0.132480846	0.132717703	0.145849671	0.179673022	0.168353554	0.066905384	0.109731011	0.112372375	0.103118624	0.115987428	0.01974431	0.081733248	0.06269409	0.081977832	0.047881415	0.019653174	0.052366993	0.048897701	0.041351607	0.033852499	0.031771462	0.029982603	0.018335389	0.018921708	0.001462281	0.013674782	0.019441903	0.021829457	0.018824101	0.011214635	0.019026317	0.016293506	0.015448837	0.012817525	0.016688188	0.014101053	0.014200135	0.010749221	0.010859029	0.00866927	0.011400094	0.010204884	0.004491522	0.009029299	0.007335512	0.008132725	0.007359216	0.005618563	0.006544625	0.004941883	0.006237687	0.00484248	0.002318253	0.004585749	0.005048413	0.00399213	0.002146978	0.00379863	0.003237636	0.003027923	0.002348015	0.002401228	0.001825689	0.002205161	0.00223937	0.001590447	0.001645703	0.001330288
Bacteroides_eggerthii_DSM_20697	0.201316754	0.237505775	0.223739543	0.218937033	0.251761365	0.184015067	0.204671526	0.229255534	0.163603978	0.164621841	0.268285763	0.132781937	0.12704359	0.233524704	0.225993368	0.122723284	0.160711029	0.21979915	1	0.250585896	0.222780623	0.169509292	0.236526861	0.212384636	0.185412409	0.203279995	0.180054022	0.163567514	0.181405425	0.128912632	0.191272112	0.159487099	0.20675632	0.101930776	0.187329624	0.135239591	0.093235168	0.15860337	0.18005699	0.095509123	0.103906033	0.05893534	0.111130812	0.137641373	0.107860217	0.104398568	0.097487245	0.104973791	0.11893254	0.11461456	0.106439422	0.122636659	0.119513824	0.090917882	0.047271159	0.117876591	0.086131472	0.087544844	0.016699173	0.049001587	0.072674554	0.058534519	0.053147267	0.04833569	0.050913893	0.042660656	0.034465292	0.02557483	0.02179009	0.02001877	0.004690477	0.006264459	0.002337009	0.028776983	0.020274009	0.015317332	0.012017199	0.001609879	0.019885469	0.014159651	0.013803237	0.010651036	0.018818569	0.011208593	0.013774564	0.014230973	0.006038549	0.009783704	0.012842384	0.011582361	0.005422454	0.0102138	0.005844044	0.008863789	0.008219234	0.006190422	0.007250792	0.006395355	0.006316735	0.005338276	0.002221302	0.005692794	0.00561834	0.004568276	0.002262089	0.004234632	0.003443207	0.003336106	0.002821639	0.002645626	0.002115853	0.002439915	0.002467294	0.001593654	0.00181915	0.00114449
Bacteroides_vulgatus_ATCC_8482	0.217433482	0.241712801	0.265031347	0.314998263	0.258410123	0.216919955	0.316018976	0.398077653	0.248848123	0.323061703	0.455372709	0.209485721	0.187611198	0.512795906	0.610858245	0.2221286	0.284751059	0.448958775	0.250585896	1	0.544254018	0.343429765	0.481634876	0.428644311	0.313205979	0.547603504	0.512944393	0.282590372	0.524214151	0.29962424	0.498784675	0.25097301	0.397583638	0.178180102	0.446063313	0.233430447	0.145446989	0.219071556	0.384989367	0.173472914	0.136082465	0.124719144	0.133875673	0.129578511	0.221864288	0.200930128	0.135301387	0.208138739	0.155363513	0.115595205	0.196961154	0.210117327	0.193388659	0.064652698	0.118374608	0.126940835	0.129819536	0.136425283	0.036919683	0.089481476	0.040005555	0.086795324	0.065630841	0.028543077	0.059211902	0.05513295	0.045240564	0.038324544	0.033449772	0.025071773	0.010465738	0.022637363	0.007367398	0.021526087	0.026568982	0.023088527	0.016117751	0.007230914	0.021440041	0.018151048	0.017263196	0.007399264	0.018531493	0.015903108	0.015624941	0.013577738	0.01209592	0.012029209	0.012524738	0.011295881	0.008302665	0.00996117	0.00928414	0.008758667	0.008015938	0.006037307	0.00707145	0.006237171	0.006702574	0.005206238	0.004579288	0.005551987	0.005479375	0.004864144	0.004226141	0.004129892	0.003486568	0.00325359	0.002844442	0.002580189	0.002063519	0.002379566	0.002406267	0.001715578	0.001873324	0.001429433
Roseburia_intestinalis_M50_1	0.207230626	0.22063799	0.224318138	0.331607364	0.223066828	0.212281148	0.290526248	0.404335879	0.283714922	0.29479649	0.482928234	0.169308188	0.166058222	0.497857049	0.626740842	0.21969641	0.248165082	0.462578446	0.222780623	0.544254018	1	0.321255595	0.47844766	0.426589299	0.367365073	0.502314367	0.493533781	0.299928669	0.526102669	0.32443527	0.485671706	0.222191591	0.384498884	0.168368299	0.43859337	0.239729723	0.138969161	0.215953278	0.379555492	0.155823299	0.106767733	0.114826838	0.113070357	0.126647128	0.160558803	0.221409115	0.14279969	0.220367255	0.140287412	0.118232623	0.18593116	0.226326184	0.206285641	0.067848738	0.101105021	0.132824904	0.122155467	0.138949177	0.031201655	0.10372388	0.049252669	0.091323385	0.062406573	0.023367693	0.062224728	0.048432695	0.04217482	0.042541605	0.028892003	0.02608748	0.013772421	0.030996088	0.004006453	0.015658946	0.022067006	0.025587253	0.011412742	0.011875645	0.021899026	0.018530423	0.017632764	0.004087573	0.018928212	0.016243559	0.012760775	0.014412036	0.007359982	0.012286728	0.012792866	0.011537701	0.007390642	0.010174417	0.009482893	0.008946171	0.008187542	0.005943195	0.007222835	0.006370695	0.006846062	0.005317692	0.004975456	0.005670843	0.005596677	0.004968275	0.004385104	0.004218304	0.003561208	0.003323242	0.002905335	0.002635425	0.002107694	0.002430507	0.00245778	0.001752304	0.001913428	0.001460034
Bifidobacterium_longum_longum_CCUG_52486	0.18306894	0.164602382	0.181876837	0.278493143	0.170741488	0.201758112	0.249913158	0.409908251	0.198227641	0.349080132	0.356780408	0.191251433	0.105965315	0.390371583	0.381574995	0.26090318	0.180636389	0.447841584	0.169509292	0.343429765	0.321255595	1	0.300760744	0.312624079	0.317923742	0.357197067	0.332889651	0.174756233	0.33234343	0.185082902	0.37048702	0.138474885	0.309246954	0.202916514	0.307105849	0.224037028	0.115805692	0.219977875	0.286910586	0.097088667	0.079859741	0.234559177	0.146549395	0.134338728	0.149686391	0.164655843	0.205883903	0.244321856	0.125454561	0.1479372	0.160753932	0.184542802	0.170222515	0.087942087	0.070520223	0.123137011	0.10495618	0.130224365	0.012911117	0.094020584	0.048334712	0.087518066	0.060023841	0.024229172	0.056289488	0.063229312	0.044265137	0.040098337	0.034525314	0.038188095	0.018679152	0.022231864	0.008159105	0.015162808	0.024810815	0.026777357	0.018445553	0.014706562	0.021067679	0.016040261	0.018488733	0.01327855	0.017964904	0.017077678	0.017331418	0.010171499	0.013145026	0.012104885	0.012596401	0.011638872	0.009335566	0.009915763	0.010498205	0.009901818	0.008186789	0.001680346	0.007135823	0.006116219	0.007430404	0.005638235	0.00547763	0.005649642	0.00564329	0.005085415	0.004854607	0.004260316	0.003856361	0.003020459	0.002685548	0.002917594	0.002135209	0.002661597	0.002683835	0.001907326	0.002101388	0.001616357
Eubacterium_siraeum_70_3	0.199539761	0.23342053	0.215986207	0.319551137	0.216694997	0.238916273	0.261080695	0.358375861	0.240728293	0.315384328	0.422715652	0.198597142	0.199613381	0.41373985	0.484725639	0.258622303	0.228211353	0.413866013	0.236526861	0.481634876	0.47844766	0.300760744	1	0.342469888	0.307923623	0.425868122	0.413562381	0.279508846	0.459207409	0.333168636	0.437051535	0.17753268	0.36875691	0.165492931	0.377116317	0.221096404	0.143361371	0.192342392	0.323377648	0.151802503	0.117711301	0.079320338	0.097813061	0.112754385	0.181951958	0.187852252	0.129684007	0.167634168	0.155604937	0.098723142	0.181011426	0.206311899	0.19915535	0.042939637	0.104421039	0.135656557	0.134422974	0.131135078	0.031871824	0.091261176	0.042604212	0.079325683	0.055714229	0.02298464	0.063366135	0.047995865	0.045144783	0.035805005	0.021172894	0.02520804	0.013572472	0.02104082	0.002215709	0.016066163	0.016694854	0.025450156	0.010001154	0.013341739	0.019031891	0.01869665	0.018092232	0.008879772	0.019625965	0.016837035	0.010304224	0.014701965	0.012810307	0.010703017	0.013264451	0.01188413	0.005679535	0.010549478	0.009832462	0.009275955	0.008448273	0.006393872	0.007489091	0.006044499	0.005860382	0.005513719	0.003204723	0.005606931	0.005802988	0.004622904	0.003010121	0.004373804	0.003692485	0.003445747	0.003012435	0.002732575	0.002185391	0.002520103	0.002548382	0.0018169	0.001952827	0.001513856
Bacteroides_ovatus_ATCC_8483	0.189569033	0.209998923	0.211691432	0.28057655	0.217814097	0.189397355	0.313054646	0.353366943	0.234954959	0.27654741	0.359813428	0.156305773	0.155565628	0.41165097	0.452654742	0.240218863	0.230044764	0.344606249	0.212384636	0.428644311	0.426589299	0.312624079	0.342469888	1	0.272772041	0.43755605	0.423743255	0.163618777	0.391328142	0.224916822	0.396961602	0.227274266	0.336629338	0.214596852	0.379427264	0.260903166	0.165421172	0.228080467	0.352475474	0.119244462	0.096691682	0.121363685	0.187255466	0.167432211	0.153762035	0.23433003	0.129263633	0.201170511	0.168640491	0.10092648	0.164033543	0.213417974	0.194881994	0.114087061	0.0403164	0.151299016	0.116672737	0.152884095	0.040629502	0.111157034	0.041538143	0.102752249	0.069048076	0.032194422	0.06469793	0.050683071	0.041818664	0.042872907	0.041513697	0.031142945	0.015559166	0.027975209	0.013616472	0.025746217	0.03236237	0.023817539	0.024536663	0.006498797	0.023590459	0.020084942	0.018518671	0.002839737	0.020519741	0.017614081	0.010191261	0.015628027	0.008498902	0.012217	0.013872241	0.012511174	0.009195926	0.011032866	0.010282996	0.009181873	0.008878351	0.006686845	0.007832249	0.006908211	0.007423687	0.005482963	0.004067086	0.00614931	0.006068887	0.004772783	0.003676212	0.004574216	0.003861679	0.003603635	0.003150468	0.002857784	0.002285528	0.002635577	0.002665151	0.001900152	0.00207487	0.001583222
Eubacterium_ventriosum_ATCC_27560	0.157187406	0.170054283	0.159449944	0.275591201	0.211577327	0.19202305	0.224430661	0.310114367	0.251366842	0.235863244	0.381102846	0.170504592	0.159098108	0.361447404	0.360999856	0.224955052	0.160550107	0.353498885	0.185412409	0.313205979	0.367365073	0.317923742	0.307923623	0.272772041	1	0.316310603	0.353910432	0.230020011	0.330715715	0.244769013	0.351585765	0.179406758	0.3240608	0.18738583	0.282721952	0.167502293	0.133196023	0.185970205	0.276353111	0.096150898	0.106297465	0.087847155	0.097168362	0.10098804	0.123567679	0.176029841	0.121444923	0.206277305	0.107347452	0.136903973	0.132508414	0.200652937	0.192415666	0.067571948	0.053171255	0.13682312	0.114047361	0.147267824	0.039796953	0.107400788	0.058858519	0.084886707	0.062383217	0.023782288	0.072876039	0.049117592	0.042393164	0.030754366	0.02443099	0.030362311	0.012667047	0.018699851	0.002010798	0.017679424	0.018034274	0.019648618	0.011627017	0.002311526	0.023594242	0.021180319	0.01827051	0.015602956	0.022896725	0.015592913	0.008715947	0.014317853	0.014634455	0.011585024	0.015475034	0.01395671	0.006042405	0.012307598	0.010746232	0.007238102	0.009851094	0.001945323	0.008737183	0.00702329	0.007336645	0.006432606	0.003158239	0.006327288	0.006770083	0.002153081	0.002931372	0.005102719	0.004307855	0.004019997	0.003514471	0.003077782	0.002456333	0.002940091	0.002973082	0.002119695	0.0023146	0.00149466
Parabacteroides_distasonis_ATCC_8503	0.172813508	0.197277588	0.209716206	0.269443073	0.208601338	0.196127949	0.257196107	0.367458454	0.226009729	0.281267837	0.377389252	0.176747416	0.133824298	0.444835558	0.521341785	0.235897741	0.231021291	0.421535622	0.203279995	0.547603504	0.502314367	0.357197067	0.425868122	0.43755605	0.316310603	1	0.500070249	0.237208985	0.513452881	0.270334185	0.531722688	0.220440207	0.395745705	0.236998032	0.442893792	0.247980176	0.159394421	0.240909861	0.404693479	0.154621069	0.129045302	0.129068306	0.168484296	0.160466116	0.170162985	0.223166254	0.155123176	0.234259924	0.159119738	0.120506133	0.179213261	0.242646789	0.22478759	0.078503422	0.0852953	0.16338294	0.155979346	0.161777696	0.040533226	0.109705299	0.047901532	0.108991599	0.072555833	0.027253978	0.073148455	0.056623079	0.051492494	0.040388244	0.043464957	0.038604889	0.017850994	0.034827134	0.010917321	0.017815124	0.030890491	0.024889267	0.021477192	0.006387039	0.02593423	0.021508414	0.020953606	0.002065074	0.023440913	0.020104947	0.011661447	0.011508011	0.008114775	0.015165024	0.015866802	0.014310039	0.010518123	0.012619179	0.011761492	0.011095803	0.010154886	0.007648284	0.008958374	0.007869858	0.008491069	0.006595455	0.006170985	0.007033462	0.006941475	0.005894214	0.00543878	0.0052319	0.004416913	0.004121768	0.003564455	0.003268678	0.002614142	0.003014522	0.003048349	0.002173357	0.002373196	0.001810859
