Bacteroides_uniformis_ATCC_8492	Alistipes_putredinis_DSM_17216	Parabacteroides_merdae_ATCC_43184	Dorea_longicatena_DSM_13814	Bacteroides_caccae_ATCC_43185	Ruminococcus_bromii_L2_63	Bacteroides_thetaiotaomicron_VPI_5482	Eubacterium_hallii_DSM_3353	Ruminococcus_lactaris_ATCC_29176	Bifidobacterium_adolescentis_L2_32	Ruminococcus_torques_L2_14	Akkermansia_muciniphila_ATCC_BAA_835	Butyrivibrio_crossotus_DSM_2876	Dorea_formicigenerans_ATCC_27755	Faecalibacterium_prausnitzii_SL3_3	Bacteroides_cellulosilyticus_DSM_14838	Bacteroides_stercoris_ATCC_43183	Collinsella_aerofaciens_ATCC_25986	Bacteroides_eggerthii_DSM_20697	Bacteroides_vulgatus_ATCC_8482	Roseburia_intestinalis_M50_1	Bifidobacterium_longum_longum_CCUG_52486	Eubacterium_siraeum_70_3	Bacteroides_ovatus_ATCC_8483	Eubacterium_ventriosum_ATCC_27560	Parabacteroides_distasonis_ATCC_8503	Bacteroides_xylanisolvens_XB1A	Eubacterium_biforme_DSM_3989	Eubacterium_rectale_M104_1	Coprococcus_eutactus_ATCC_27759	Coprococcus_comes_ATCC_27758	Bacteroides_finegoldii_DSM_17565	Ruminococcus_obeum_A2_162	Parabacteroides_johnsonii_DSM_18315	Bacteroides_dorei_5_1_36_D4	Streptococcus_thermophilus_LMD_9	Bacteroides_pectinophilus_ATCC_43243	Clostridium_leptum_DSM_753	Bacteroides_dorei_DSM_17855	Catenibacterium_mitsuokai_DSM_15897	Bacteroides_coprophilus_DSM_18228	Bifidobacterium_bifidum_NCIMB_41171	Clostridium_bolteae_ATCC_BAA_613	Ruminococcus_gnavus_ATCC_29149	Desulfovibrio_piger_ATCC_29098	Bacteroides_fragilis_3_1_12	Bifidobacterium_pseudocatenulatum_DSM_20438	Clostridium_sp_M62_1	Escherichia_coli_O157_H7_EC4115	Bifidobacterium_catenulatum_DSM_16992	Clostridium_bartlettii_DSM_16795	Pseudoflavonifractor_capillosus_ATCC_29799	Subdoligranulum_variabile_DSM_15176	Clostridium_symbiosum_WAL_14163	Mitsuokella_multacida_DSM_20544	Clostridium_nexile_DSM_1787	Methanobrevibacter_smithii_DSM_2375	Anaerotruncus_colihominis_DSM_17241	Megamonas_hypermegale_ART12_1	Clostridium_spiroforme_DSM_1552	Bifidobacterium_animalis_lactis_AD011	Clostridium_asparagiforme_DSM_15981	Clostridium_scindens_ATCC_35704	Bifidobacterium_dentium_ATCC_27678	Enterococcus_faecalis_TX0104	Blautia_hydrogenotrophica_DSM_10507	Bifidobacterium_angulatum_DSM_20098	Streptococcus_gordonii_Challis_CH1	Eubacterium_dolichum_DSM_3991	Bifidobacterium_breve_DSM_20213	Lactobacillus_acidophilus_NCFM	Klebsiella_pneumoniae_342	Lactobacillus_johnsonii_NCC_533	Collinsella_stercoris_DSM_13279	Anaerostipes_caccae_DSM_14662	Streptococcus_sanguinis_SK36	Streptococcus_infantarius_infantarius_ATCC_BAA_102	Pediococcus_pentosaceus_ATCC_25745	Haemophilus_influenzae_NTHi_86_028NP	Collinsella_intestinalis_DSM_13280	Actinomyces_odontolyticus_ATCC_17982	Helicobacter_pullorum_MIT_98_5489	Butyrivibrio_fibrisolvens_16_4	Enterobacter_cancerogenus_ATCC_35316	Lactobacillus_sakei_sakei_23K	Lactobacillus_gasseri_ATCC_33323	Fusobacterium_nucleatum_nucleatum_ATCC_25586	Lactococcus_lactis_cremoris_MG1363	Candidatus_Sulcia_muelleri_GWSS	Clostridium_difficile_630	Lactobacillus_fermentum_IFO_3956	Clostridium_hylemonae_DSM_15053	Methanosphaera_stadtmanae_DSM_3091	Campylobacter_hominis_ATCC_BAA_381	Porphyromonas_gingivalis_ATCC_33277	Lactobacillus_casei_casei_BL23	Clostridium_phytofermentans_ISDg	Enterococcus_faecalis_TX1322	Clostridium_perfringens_ATCC_13124	Leuconostoc_mesenteroides_mesenteroides_ATCC_8293	Lactobacillus_ultunensis_DSM_16047	Citrobacter_koseri_ATCC_BAA_895	Desulfovibrio_vulgaris_Miyazaki_F	Proteus_mirabilis_HI4320	Lactobacillus_helveticus_DPC_4571	Anaerofustis_stercorihominis_DSM_17244	Finegoldia_magna_ATCC_29328	Campylobacter_concisus_13826	Pseudomonas_aeruginosa_LESB58	Bifidobacterium_gallicum_DSM_20093	Lactobacillus_paracasei_ATCC_25302	Cronobacter_sakazakii_ATCC_BAA_894	Anaerococcus_hydrogenalis_DSM_7454	Lactobacillus_hilgardii_ATCC_8290	Proteus_penneri_ATCC_35198	Staphylococcus_saprophyticus_saprophyticus_ATCC_15305
Clostridium_bolteae_ATCC_BAA_613	0.058019534	0.054511227	0.067032068	0.065206232	0.054971459	0.065869722	0.129815785	0.11087319	0.082325446	0.081897998	0.078753618	0.041644855	0.038059254	0.125634316	0.112307448	0.105993887	0.120319979	0.137998832	0.111130812	0.133875673	0.113070357	0.146549395	0.097813061	0.187255466	0.097168362	0.168484296	0.148280417	0.054965782	0.126434153	0.060566346	0.164622375	0.108383075	0.146838401	0.176636354	0.185304332	0.166150797	0.076042517	0.247147975	0.193722359	0.064250747	0.057380709	0.153693245	1	0.44787554	0.0594029	0.204110773	0.085609617	0.273501879	0.235873212	0.091209965	0.12275923	0.214768739	0.163775696	0.360624945	0.032526721	0.219481285	0.067371582	0.204234819	0.038111935	0.097556251	0.073814699	0.220313418	0.140265553	0.058418399	0.114999721	0.097439702	0.046557486	0.057250129	0.092936923	0.061213786	0.020724345	0.020642238	0.064120897	0.051792811	0.074739526	0.037355699	0.055925237	0.003879738	0.039038486	0.037264155	0.035564555	0.001263447	0.046278625	0.018315954	0.015940907	0.013726992	0.015006909	0.023998668	0.031866411	0.028710731	0.017300408	0.025343981	0.009353241	0.013223725	0.02039477	0.015360586	0.017991732	0.015766363	0.014226926	0.011862613	0.012393621	0.012866489	0.013941051	0.012375733	0.010923083	0.010507592	0.00880674	0.007180308	0.006768353	0.006564716	0.005250165	0.006054276	0.006122212	0.004364905	0.002163301	0.003636875
Ruminococcus_gnavus_ATCC_29149	0.053818875	0.065475338	0.062311349	0.072617924	0.072686742	0.074175783	0.127455968	0.098760813	0.073458176	0.095853948	0.071777702	0.052015853	0.054937558	0.117137484	0.110878101	0.094766871	0.12846428	0.108482853	0.137641373	0.129578511	0.126647128	0.134338728	0.112754385	0.167432211	0.10098804	0.160466116	0.133532825	0.047201936	0.133239465	0.089336117	0.166288058	0.141888842	0.141829076	0.151915917	0.168612556	0.158506658	0.094458674	0.241124271	0.177619922	0.066677769	0.097412143	0.129592274	0.44787554	1	0.070533215	0.187664591	0.099493745	0.262696352	0.246106607	0.105958387	0.15403775	0.224061014	0.18303683	0.360397572	0.03025709	0.380545442	0.061403453	0.195432811	0.024383369	0.122076021	0.056575608	0.191622491	0.151594272	0.04675933	0.139129216	0.09039974	0.055384453	0.059442694	0.095849728	0.064374368	0.019728172	0.018453308	0.056059936	0.038671719	0.075727641	0.037814909	0.056532147	0.003149733	0.046521007	0.041403415	0.035315136	0.001283459	0.047772612	0.018791478	0.01739166	0.012637462	0.016182033	0.025415436	0.03228771	0.029119819	0.014974134	0.025679049	0.01364681	0.012645852	0.020664405	0.003735659	0.018229597	0.01580405	0.014239069	0.011132446	0.012557474	0.011302782	0.014125363	0.010542945	0.011067494	0.010646511	0.008988076	0.008387478	0.00728532	0.006651507	0.004790266	0.006025315	0.006203153	0.004422613	0.002629213	0.003415774
Desulfovibrio_piger_ATCC_29098	0.071168331	0.083967585	0.110736687	0.106404119	0.07597927	0.080086967	0.094222403	0.155691533	0.094127145	0.142127801	0.172991648	0.086137535	0.095679187	0.184143585	0.199354399	0.11611823	0.106344648	0.197177022	0.107860217	0.221864288	0.160558803	0.149686391	0.181951958	0.153762035	0.123567679	0.170162985	0.170416162	0.151268209	0.235602789	0.181814316	0.197260581	0.162732274	0.192768654	0.059369409	0.191177265	0.11058206	0.056255884	0.113560181	0.179209972	0.172157791	0.118016537	0.065442708	0.0594029	0.070533215	1	0.077010459	0.074817957	0.103622259	0.075271369	0.117855783	0.094589998	0.122509759	0.127709464	0.055269089	0.131299051	0.082813389	0.09621717	0.107459792	0.018586117	0.059952653	0.058386488	0.073589567	0.054094544	0.029169217	0.064449389	0.062031283	0.063465521	0.022828888	0.030303865	0.029459745	0.032082002	0.007566671	0.00168855	0.029809675	0.025410992	0.023323525	0.01624815	0.002895825	0.028080964	0.03476285	0.023514971	0.000801505	0.034189341	0.015935335	0.017502711	0.006012971	0.02939227	0.015459101	0.027802791	0.023898577	0.003895773	0.023734425	0.011185069	0.017729182	0.018806301	0.003840703	0.018527215	0.012095682	0.009979693	0.012462185	0.003009944	0.007466326	0.016751393	0.001975348	0.002629777	0.01166626	0.008968716	0.00466983	0.006064914	0.006810857	0.004647674	0.004970223	0.00662267	0.00377804	0.001972623	0.002002008
Bacteroides_fragilis_3_1_12	0.058950788	0.065387177	0.063787726	0.09800071	0.083199796	0.069575308	0.097673669	0.133774837	0.119006293	0.113303878	0.15615388	0.073057889	0.083662553	0.19801432	0.195365798	0.108767033	0.10336618	0.183622378	0.104398568	0.200930128	0.221409115	0.164655843	0.187852252	0.23433003	0.176029841	0.223166254	0.252067771	0.112528183	0.25685037	0.151712836	0.303515871	0.137663838	0.280250409	0.13827209	0.27705721	0.217750426	0.163375809	0.219265323	0.312714226	0.082843186	0.072459473	0.092322179	0.204110773	0.187664591	0.077010459	1	0.107886504	0.27769156	0.239435198	0.087759353	0.175551604	0.329500421	0.283983553	0.168088047	0.037381528	0.232677232	0.090663424	0.233488112	0.038357132	0.195470401	0.095404753	0.203741368	0.158236688	0.075618307	0.146837434	0.101125558	0.087623397	0.085494552	0.070618709	0.082004504	0.030359186	0.02514787	0.018524869	0.063762155	0.056043227	0.060029767	0.030214228	0.016612466	0.056334722	0.050390062	0.052696353	0.001314586	0.058675884	0.030546696	0.023591914	0.013689335	0.026784765	0.026246513	0.039901004	0.036218786	0.018969495	0.032041142	0.015638124	0.016418861	0.0255443	0.017458397	0.022746056	0.01971222	0.017260117	0.012444363	0.015668642	0.012504538	0.017624981	0.015646027	0.013809513	0.013284229	0.011214909	0.009140023	0.008382846	0.008299446	0.005063474	0.005934375	0.00774001	0.005428936	0.002832512	0.004597921
Bifidobacterium_pseudocatenulatum_DSM_20438	0.058812654	0.058589876	0.055891828	0.089474606	0.069922895	0.06974004	0.086070038	0.124039358	0.054115885	0.104816522	0.130592502	0.052656342	0.05006486	0.140936038	0.149320379	0.072160239	0.095962879	0.174628614	0.097487245	0.135301387	0.14279969	0.205883903	0.129684007	0.129263633	0.121444923	0.155123176	0.180695532	0.084958848	0.179962239	0.095991531	0.180461259	0.171908877	0.201787065	0.15115125	0.160570625	0.162931744	0.081465981	0.189967386	0.191763528	0.057439535	0.052499278	0.099344791	0.085609617	0.099493745	0.074817957	0.107886504	1	0.135343689	0.101413097	0.180362934	0.154308171	0.157886087	0.174259116	0.098600359	0.059565213	0.113712425	0.101909475	0.150338502	0.017411001	0.089058541	0.050594198	0.112846052	0.112959916	0.066135472	0.111858504	0.092242994	0.088194244	0.058421629	0.108583715	0.102204493	0.021058182	0.056297179	0.004581092	0.04746206	0.069810231	0.044763039	0.078277596	0.004107646	0.045979451	0.046794912	0.047599589	0.002084194	0.058334401	0.022299459	0.037143465	0.011786537	0.015168949	0.02425136	0.04375418	0.039816361	0.007886317	0.034668621	0.013586011	0.01497877	0.028232071	0.006061613	0.025944248	0.019357183	0.01545869	0.018943949	0.010382619	0.012279487	0.020294371	0.006475862	0.01019658	0.015842872	0.012771285	0.010283558	0.007297049	0.009938864	0.007684387	0.007005701	0.008724148	0.00538674	0.00210691	0.005506164
Clostridium_sp_M62_1	0.058557829	0.063626919	0.056938571	0.093075311	0.066319373	0.087956063	0.103257712	0.145871021	0.091073727	0.135108208	0.13621655	0.068338795	0.074476054	0.178077856	0.188229185	0.095986624	0.12174117	0.209914655	0.104973791	0.208138739	0.220367255	0.244321856	0.167634168	0.201170511	0.206277305	0.234259924	0.232675746	0.09315786	0.257372272	0.154577323	0.318774907	0.177818494	0.291453057	0.167770543	0.315360749	0.216310251	0.164404292	0.269707041	0.369022701	0.081970314	0.103260416	0.233821847	0.273501879	0.262696352	0.103622259	0.27769156	0.135343689	1	0.183888316	0.164458818	0.241958406	0.492485536	0.443203387	0.159968863	0.076851879	0.361731115	0.163902248	0.345292961	0.017901649	0.166938856	0.100061369	0.297177849	0.197228839	0.074904066	0.193542507	0.154953567	0.086742105	0.076828343	0.088133488	0.084700392	0.015990561	0.033230657	0.006237234	0.060172441	0.065259997	0.054969765	0.039977959	0.006908237	0.058983503	0.049075975	0.050488713	0.004656233	0.061515932	0.031360814	0.049365252	0.016191378	0.022181414	0.035045565	0.041576303	0.037497067	0.012041459	0.033066449	0.029284574	0.020304282	0.026609183	0.006945262	0.023473924	0.019552619	0.019204293	0.014885363	0.009604626	0.0155308	0.018188976	0.010517027	0.009005186	0.01370932	0.011573783	0.010800404	0.009442223	0.008565025	0.006723765	0.007899052	0.007987688	0.005694919	0.005372995	0.00399189
Escherichia_coli_O157_H7_EC4115	0.045008638	0.057125886	0.057275313	0.074696071	0.057410061	0.066161538	0.09842528	0.100818088	0.064478843	0.077015714	0.091211613	0.072691577	0.061065327	0.132609824	0.134679457	0.096931411	0.091446209	0.132480846	0.11893254	0.155363513	0.140287412	0.125454561	0.155604937	0.168640491	0.107347452	0.159119738	0.169838318	0.087343808	0.181030127	0.086638694	0.19804355	0.121162235	0.179171162	0.134383674	0.202676145	0.176809272	0.098024841	0.181207147	0.222381255	0.072379831	0.137973069	0.091401285	0.235873212	0.246106607	0.075271369	0.239435198	0.101413097	0.183888316	1	0.079447223	0.17539131	0.255766072	0.194793055	0.176125052	0.05852445	0.228523884	0.134949138	0.169101477	0.028817422	0.097053138	0.054234335	0.164591089	0.142449332	0.048076403	0.122542636	0.119559141	0.054736152	0.068416816	0.066633935	0.070192731	0.022896577	0.030843318	0.07523838	0.042409454	0.079792864	0.045719947	0.036011409	0.006987725	0.046221538	0.042117051	0.045413351	0.0104537	0.045167938	0.020758857	0.020803226	0.013784873	0.045208357	0.04018433	0.034856782	0.033514844	0.023178831	0.028802757	0.016682343	0.027232594	0.023528373	0.017526657	0.02092658	0.021643244	0.016860937	0.012534083	0.018126266	0.015554212	0.017923862	0.018906307	0.016642366	0.013183966	0.011190799	0.011640486	0.010961424	0.009070145	0.004955471	0.007744692	0.008117771	0.004322877	0.002659207	0.00269121
Bifidobacterium_catenulatum_DSM_16992	0.043669423	0.050102872	0.065337706	0.066010579	0.064800368	0.065588465	0.064942153	0.094203316	0.061463624	0.115775407	0.112025169	0.040766876	0.067121527	0.135938232	0.112283624	0.05690073	0.056039419	0.132717703	0.11461456	0.115595205	0.118232623	0.1479372	0.098723142	0.10092648	0.136903973	0.120506133	0.128694479	0.133769038	0.142928923	0.08014581	0.14586525	0.104749021	0.144306133	0.078549451	0.151631268	0.115967444	0.098098901	0.111180014	0.158058744	0.080426667	0.057103597	0.152094877	0.091209965	0.105958387	0.117855783	0.087759353	0.180362934	0.164458818	0.079447223	1	0.167101362	0.145890344	0.167867651	0.054852965	0.076731976	0.122680069	0.104428892	0.186878039	0.015618281	0.101501778	0.061492607	0.132362279	0.139325003	0.075238258	0.140414357	0.120162725	0.10733467	0.065363153	0.084499614	0.091348318	0.110257494	0.023442953	0.003856156	0.055889624	0.055281614	0.05138984	0.042697913	0.004417031	0.055416126	0.063262521	0.055924052	0.00420849	0.067124849	0.026539353	0.052633674	0.01267744	0.017059981	0.031953894	0.048497143	0.043645937	0.007405266	0.038959284	0.016859399	0.029361974	0.031639133	0.007681196	0.029529577	0.022486042	0.020611788	0.022110901	0.008237651	0.013689307	0.023450529	0.008080206	0.008510145	0.018434688	0.015485677	0.012936261	0.006954585	0.012262885	0.009678272	0.008985916	0.010356235	0.006153673	0.002722883	0.006793679
Clostridium_bartlettii_DSM_16795	0.04560499	0.058427391	0.054921332	0.078219686	0.065560169	0.071132887	0.076339084	0.120050472	0.07899051	0.099753129	0.114279548	0.065899933	0.076092669	0.160707017	0.172135266	0.086176899	0.108127123	0.145849671	0.106439422	0.196961154	0.18593116	0.160753932	0.181011426	0.164033543	0.132508414	0.179213261	0.195751257	0.104631814	0.237263597	0.114592762	0.24796604	0.140494969	0.24990577	0.1108177	0.29308056	0.167362469	0.149553457	0.191565311	0.290690894	0.105649752	0.107737468	0.108249362	0.12275923	0.15403775	0.094589998	0.175551604	0.154308171	0.241958406	0.17539131	0.167101362	1	0.290898273	0.281016667	0.085468115	0.17259961	0.23093012	0.134179169	0.20167948	0.010609201	0.11821355	0.093786739	0.188825335	0.168639616	0.063793122	0.168127998	0.125819796	0.072507604	0.077713546	0.09216622	0.086924075	0.019815965	0.051486856	0.004118797	0.055763979	0.075315742	0.058169564	0.054342173	0.012044868	0.061808373	0.047835382	0.059204091	0.004941324	0.062628585	0.041316066	0.054162255	0.014454744	0.017798117	0.045843267	0.045178498	0.043020684	0.010373094	0.036572747	0.026843876	0.023208098	0.029817539	0.013546752	0.027254193	0.02020429	0.019905617	0.015164985	0.009259808	0.01467907	0.021312668	0.009506239	0.008518579	0.016371268	0.014038184	0.012383143	0.010260521	0.010537756	0.006086323	0.008777804	0.009907811	0.005292091	0.004680731	0.002744643
Pseudoflavonifractor_capillosus_ATCC_29799	0.0481587	0.062944823	0.061012164	0.083452456	0.071284486	0.07485041	0.08704518	0.126866925	0.099057322	0.098522932	0.138132387	0.08350758	0.08568168	0.178780273	0.185457046	0.110050874	0.116724164	0.179673022	0.122636659	0.210117327	0.226326184	0.184542802	0.206311899	0.213417974	0.200652937	0.242646789	0.258039267	0.103688601	0.304694051	0.176689273	0.342046857	0.184884222	0.3803421	0.207742911	0.383818937	0.273788207	0.191088337	0.291343892	0.477086025	0.092405039	0.120156421	0.096562281	0.214768739	0.224061014	0.122509759	0.329500421	0.157886087	0.492485536	0.255766072	0.145890344	0.290898273	1	0.64816651	0.1772466	0.078393363	0.425490895	0.208672077	0.438029124	0.025956629	0.23122018	0.076950755	0.344300231	0.244518851	0.090867309	0.258546062	0.179065659	0.114855099	0.107420246	0.099347149	0.113605975	0.021348122	0.041102297	0.007386477	0.06895701	0.08671139	0.078363848	0.046074149	0.013305027	0.074157294	0.067720217	0.070382825	0.011643844	0.079809373	0.043126099	0.043455122	0.019973836	0.02847604	0.045909552	0.053940151	0.048647844	0.014689717	0.04289966	0.039983901	0.032845292	0.034522149	0.010684235	0.030454535	0.026861554	0.023858945	0.020341114	0.011848428	0.019847094	0.023597964	0.02012924	0.011076142	0.01778616	0.015015563	0.013284381	0.012250126	0.01111207	0.008886934	0.01024805	0.010363045	0.007388459	0.007056943	0.006156124
Subdoligranulum_variabile_DSM_15176	0.044083497	0.058650368	0.057754261	0.080508163	0.066782977	0.071206565	0.082236126	0.114166919	0.091764084	0.092565087	0.135137262	0.077563788	0.09622382	0.165331105	0.168069402	0.097552902	0.108977171	0.168353554	0.119513824	0.193388659	0.206285641	0.170222515	0.19915535	0.194881994	0.192415666	0.22478759	0.244569628	0.118139795	0.292452904	0.179924518	0.32801781	0.191121788	0.396652613	0.208807604	0.36937733	0.250616076	0.21447525	0.275617116	0.468358364	0.10805243	0.130560287	0.088819205	0.163775696	0.18303683	0.127709464	0.283983553	0.174259116	0.443203387	0.194793055	0.167867651	0.281016667	0.64816651	1	0.129570984	0.09853787	0.389415192	0.216308763	0.437826125	0.027848755	0.247832244	0.067427029	0.31873466	0.251487067	0.094411856	0.297890202	0.168440407	0.14601394	0.120235134	0.102078528	0.113151984	0.028768184	0.051066161	0.009818605	0.070474693	0.081515513	0.085361956	0.046016883	0.012586126	0.097008745	0.075281186	0.07788665	0.011448029	0.091757294	0.051660825	0.054246319	0.025979405	0.030489142	0.050806624	0.0620153	0.055774879	0.020033733	0.049321985	0.04596972	0.033621285	0.039690313	0.010953286	0.035013754	0.028325568	0.030302328	0.025344504	0.01520307	0.023930504	0.027130714	0.014196459	0.014321211	0.02044885	0.017263479	0.016109906	0.01408404	0.01277561	0.010217359	0.011782242	0.011914452	0.008494553	0.009231186	0.007077731
Clostridium_symbiosum_WAL_14163	0.021935653	0.034794852	0.041049866	0.054497865	0.022013454	0.029066172	0.085403556	0.055962382	0.058706429	0.040511543	0.054652619	0.029188752	0.023112505	0.063876365	0.055703352	0.058446667	0.049531634	0.066905384	0.090917882	0.064652698	0.067848738	0.087942087	0.042939637	0.114087061	0.067571948	0.078503422	0.07176144	0.035520653	0.076029178	0.036492463	0.093740073	0.121494171	0.086019716	0.154478627	0.094077507	0.127617062	0.054587131	0.177951727	0.114668792	0.05821882	0.041358336	0.069422647	0.360624945	0.360397572	0.055269089	0.168088047	0.098600359	0.159968863	0.176125052	0.054852965	0.085468115	0.1772466	0.129570984	1	0.028452586	0.240802669	0.052667066	0.172954733	0.018075284	0.113042773	0.109996173	0.195450614	0.148808023	0.098741328	0.116589457	0.130090173	0.063111048	0.069707812	0.081373404	0.125405348	0.020060903	0.026641122	0.007683442	0.096480577	0.108726574	0.059227222	0.045830893	0.009952004	0.052336721	0.060475333	0.059949983	0.001542087	0.075320255	0.022210589	0.026843512	0.018504893	0.022927254	0.032925366	0.057761183	0.052314811	0.015646289	0.04756878	0.015048554	0.014720154	0.036545147	0.008924148	0.033769151	0.025416434	0.018951205	0.020566611	0.015914954	0.01761982	0.026166323	0.014365502	0.015015777	0.019721973	0.016500333	0.012534823	0.010079817	0.012314532	0.009854172	0.008531994	0.01149094	0.008192605	0.003583933	0.006826145
Mitsuokella_multacida_DSM_20544	0.041954477	0.047854448	0.058623919	0.070431125	0.038336032	0.058579146	0.036116857	0.070243867	0.032122464	0.081028364	0.083833394	0.058933077	0.066401398	0.100738834	0.111167856	0.037191309	0.06099957	0.109731011	0.047271159	0.118374608	0.101105021	0.070520223	0.104421039	0.0403164	0.053171255	0.0852953	0.081788154	0.163071911	0.131653003	0.092423621	0.125845005	0.05993573	0.103860821	0.04107988	0.085573721	0.078196858	0.086806394	0.080959025	0.084349461	0.207259382	0.110090152	0.045952108	0.032526721	0.03025709	0.131299051	0.037381528	0.059565213	0.076851879	0.05852445	0.076731976	0.17259961	0.078393363	0.09853787	0.028452586	1	0.060701577	0.095898741	0.051480949	0.01042613	0.037715158	0.06402743	0.051597306	0.065383554	0.035070051	0.062745182	0.063025318	0.04055208	0.039210675	0.032863193	0.030493831	0.004586866	0.03084517	0.002354234	0.039107315	0.030130497	0.0303979	0.022127753	0.004453091	0.027263007	0.038009652	0.035988092	0.001443062	0.041929917	0.014979532	0.041481103	0.01029763	0.011820839	0.03151266	0.035660556	0.031031663	0.004959302	0.034064225	0.01270264	0.011088937	0.028708565	0.021681935	0.029080477	0.014935845	0.015967786	0.014767997	0.003195186	0.009599943	0.023129951	0.002728319	0.003979715	0.018365753	0.013969032	0.007098624	0.008013645	0.010729274	0.006025891	0.007382105	0.010243514	0.004548451	0.008581695	0.003299924
Clostridium_nexile_DSM_1787	0.032851111	0.052584847	0.046209353	0.056205916	0.060551865	0.067445148	0.058557384	0.081574525	0.064294147	0.078005815	0.07816476	0.049781786	0.067614433	0.098180762	0.103129409	0.08060437	0.085969632	0.112372375	0.117876591	0.126940835	0.132824904	0.123137011	0.135656557	0.151299016	0.13682312	0.16338294	0.154909151	0.06804046	0.169316267	0.106690372	0.192739618	0.15138742	0.213481568	0.161963596	0.216623472	0.20232717	0.165367543	0.215620867	0.254931597	0.068516353	0.100814323	0.095662484	0.219481285	0.380545442	0.082813389	0.232677232	0.113712425	0.361731115	0.228523884	0.122680069	0.23093012	0.425490895	0.389415192	0.240802669	0.060701577	1	0.130319832	0.363378968	0.024924851	0.189527325	0.116018991	0.316134645	0.254393322	0.093552329	0.272958651	0.159315325	0.107988614	0.110556016	0.095429738	0.121751334	0.026420551	0.035418872	0.009818099	0.074199393	0.109466061	0.078025287	0.048268124	0.008294678	0.080644075	0.072314701	0.070450844	0.00492503	0.08904772	0.038805964	0.04020196	0.023183367	0.026426754	0.046933066	0.060184001	0.054279083	0.01803021	0.047865517	0.038705446	0.028048897	0.038518266	0.01091545	0.033979805	0.029970917	0.025891667	0.021952462	0.016205955	0.020821507	0.02632955	0.015749151	0.015350625	0.019845	0.016753692	0.015634184	0.013668141	0.012398349	0.009915643	0.011038007	0.011562621	0.008243711	0.007075004	0.006224676
Methanobrevibacter_smithii_DSM_2375	0.037007888	0.046457251	0.052752598	0.067881952	0.056981841	0.053154641	0.060204573	0.084987658	0.056391144	0.068424849	0.094091664	0.061550415	0.052371069	0.116860109	0.11780518	0.065937569	0.059482341	0.103118624	0.086131472	0.129819536	0.122155467	0.10495618	0.134422974	0.116672737	0.114047361	0.155979346	0.145772913	0.112349739	0.171705139	0.103417629	0.194582089	0.1100358	0.195851384	0.157737909	0.187024328	0.148313289	0.107301318	0.130391911	0.212447004	0.086697681	0.109527173	0.058478219	0.067371582	0.061403453	0.09621717	0.090663424	0.101909475	0.163902248	0.134949138	0.104428892	0.134179169	0.208672077	0.216308763	0.052667066	0.095898741	0.130319832	1	0.178096337	0.064713022	0.064159644	0.04164494	0.122622272	0.108046705	0.049305563	0.156476001	0.082766935	0.057543517	0.045312557	0.044113779	0.050562988	0.010290635	0.033974702	0.002093608	0.040738624	0.036942422	0.034490542	0.022087691	0.003988904	0.029954319	0.036876179	0.039298563	0.021468081	0.056197432	0.024072933	0.036002192	0.007554225	0.012430725	0.036536438	0.041660876	0.035930423	0.00537507	0.032900251	0.045616741	0.03243264	0.024829579	0.01494764	0.024746719	0.019353006	0.0148022	0.024077146	0.003196474	0.011435623	0.019632745	0.005608921	0.004049192	0.015994842	0.013088563	0.008358155	0.014830653	0.008787115	0.009993254	0.007103723	0.010097751	0.005736168	0.002615866	0.003138227
Anaerotruncus_colihominis_DSM_17241	0.03357284	0.041799206	0.040511451	0.058980235	0.049332164	0.052669239	0.06356201	0.085137077	0.063122529	0.064879671	0.091686659	0.05958478	0.062380065	0.119781151	0.117114834	0.075317056	0.085512055	0.115987428	0.087544844	0.136425283	0.138949177	0.130224365	0.131135078	0.152884095	0.147267824	0.161777696	0.178581633	0.05721378	0.187838709	0.11142611	0.213306757	0.162141918	0.255868423	0.179102701	0.245538461	0.209981569	0.16451082	0.227211651	0.308686784	0.068878714	0.111068094	0.094485174	0.204234819	0.195432811	0.107459792	0.233488112	0.150338502	0.345292961	0.169101477	0.186878039	0.20167948	0.438029124	0.437826125	0.172954733	0.051480949	0.363378968	0.178096337	1	0.028814106	0.23503953	0.087816273	0.41997238	0.337748804	0.12828241	0.359736352	0.270561487	0.136519549	0.159094429	0.128559304	0.141750644	0.062157227	0.049420599	0.015116001	0.103107326	0.114492662	0.101980828	0.06740506	0.01312851	0.104934248	0.098321495	0.098784348	0.006605696	0.121779786	0.045932899	0.050918211	0.030742071	0.058199169	0.055266745	0.082306372	0.074051181	0.026916895	0.065459872	0.041516731	0.035448929	0.052676769	0.012870157	0.046470065	0.037592557	0.033117893	0.034212816	0.02051392	0.027245091	0.036007738	0.018388628	0.02084758	0.027139604	0.022911997	0.01916874	0.018692261	0.016955721	0.013560424	0.014589229	0.015812797	0.011273925	0.007908193	0.009393526
